TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
soft_tissue-fibrous_tissue_and_uncertain_origin-gastrointestinal_stromal_tumour	soft_tissue-fibrous_tissue_and_uncertain_origin-gastrointestinal_stromal_tumour	0.999999999979821	-2.01793789375974e-11	75	0	0	20	16828
lower_leg	lower_leg	0.999999999979901	-2.00991678845249e-11	174	0	0	20	16828
skin-hand-carcinoma-squamous_cell_carcinoma	skin-hand-carcinoma-squamous_cell_carcinoma	0.999999999979983	-2.00173220023022e-11	407	0	0	20	16828
skin-face-malignant_melanoma	skin-face-malignant_melanoma	0.999999999980107	-1.98925761576964e-11	137	0	0	20	16828
parathyroid	parathyroid	0.999999999980194	-1.98058183707148e-11	476	0	0	20	16828
maxilla	maxilla	0.999999999980336	-1.96642006247999e-11	65	0	0	20	16828
genital_tract-extragonadal-germ_cell_tumour-seminoma	genital_tract-extragonadal-germ_cell_tumour-seminoma	0.999999999980336	-1.96642006247999e-11	65	0	0	20	16828
vertebrae	vertebrae	0.999999999980336	-1.96642006247999e-11	65	0	0	20	16828
adrenal_gland-adrenal_gland-pheochromocytoma-malignant	adrenal_gland-adrenal_gland-pheochromocytoma-malignant	0.999999999980336	-1.96642006247999e-11	65	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	0.999999999980755	-1.92448605056048e-11	162	0	0	20	16828
chronic_myelomonocytic_leukaemia	chronic_myelomonocytic_leukaemia	0.99999999998109	-1.89102907312754e-11	149	0	0	20	16828
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-chronic_myelomonocytic_leukaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-chronic_myelomonocytic_leukaemia	0.99999999998109	-1.89102907312754e-11	149	0	0	20	16828
eye-uveal_tract-malignant_melanoma	eye-uveal_tract-malignant_melanoma	0.99999999998109	-1.89102907312754e-11	149	0	0	20	16828
adenoid_cystic_carcinoma	adenoid_cystic_carcinoma	0.99999999998147	-1.85297067880448e-11	1123	0	0	20	16828
alveolar_soft_part_sarcoma	alveolar_soft_part_sarcoma	0.999999999981643	-1.83565530997869e-11	45	0	0	20	16828
haematopoietic_and_lymphoid_tissue-small_intestine-lymphoid_neoplasm-enteropathy_type_T_cell_lymphoma	haematopoietic_and_lymphoid_tissue-small_intestine-lymphoid_neoplasm-enteropathy_type_T_cell_lymphoma	0.999999999981643	-1.83565530997869e-11	45	0	0	20	16828
third_ventricle	third_ventricle	0.999999999981643	-1.83565530997869e-11	45	0	0	20	16828
anaplastic_large_cell_lymphoma	anaplastic_large_cell_lymphoma	0.999999999981643	-1.83565530997869e-11	45	0	0	20	16828
soft_tissue-fibrous_tissue_and_uncertain_origin-alveolar_soft_part_sarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-alveolar_soft_part_sarcoma	0.999999999981643	-1.83565530997869e-11	45	0	0	20	16828
enteropathy_type_T_cell_lymphoma	enteropathy_type_T_cell_lymphoma	0.999999999981643	-1.83565530997869e-11	45	0	0	20	16828
central_nervous_system-frontal_lobe-glioma-astrocytoma_Grade_IV	central_nervous_system-frontal_lobe-glioma-astrocytoma_Grade_IV	0.999999999981643	-1.83565530997869e-11	45	0	0	20	16828
medullomyoblastoma	medullomyoblastoma	0.999999999982245	-1.7755176526328e-11	485	0	0	20	16828
central_nervous_system-brain-primitive_neuroectodermal_tumour-medulloblastoma-medullomyoblastoma	central_nervous_system-brain-primitive_neuroectodermal_tumour-medulloblastoma-medullomyoblastoma	0.999999999982245	-1.7755176526328e-11	485	0	0	20	16828
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-myelofibrosis	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-myelofibrosis	0.999999999982355	-1.76445703953004e-11	413	0	0	20	16828
myelofibrosis	myelofibrosis	0.999999999982355	-1.76445703953004e-11	413	0	0	20	16828
soft_tissue-fat-liposarcoma-myxoid-round_cell	soft_tissue-fat-liposarcoma-myxoid-round_cell	0.999999999982702	-1.72979717458014e-11	97	0	0	20	16828
myxoid-round_cell	myxoid-round_cell	0.999999999982702	-1.72979717458014e-11	97	0	0	20	16828
skin-knee-malignant_melanoma	skin-knee-malignant_melanoma	0.999999999982702	-1.72979717458014e-11	97	0	0	20	16828
acute_myeloid_leukaemia_associated_with_MDS	acute_myeloid_leukaemia_associated_with_MDS	0.999999999983475	-1.65254260353772e-11	177	0	0	20	16828
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_associated_with_MDS	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_associated_with_MDS	0.999999999983475	-1.65254260353772e-11	177	0	0	20	16828
haematopoietic_and_lymphoid_tissue-salivary_gland-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-salivary_gland-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
Hashimotos_thyroiditis	Hashimotos_thyroiditis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
lymphoepithelioma_like_carcinoma	lymphoepithelioma_like_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
spitzoid	spitzoid	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-flank-other-seborrhoeic_keratosis	skin-flank-other-seborrhoeic_keratosis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-shoulder-malignant_melanoma-lentigo_maligna	skin-shoulder-malignant_melanoma-lentigo_maligna	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_I	central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_I	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-MALT_lymphoma	haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-MALT_lymphoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-knee-benign_melanocytic_nevus-melanocytic_tumour	skin-knee-benign_melanocytic_nevus-melanocytic_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-basal_ganglia-glioma-astrocytoma_Grade_IV	central_nervous_system-basal_ganglia-glioma-astrocytoma_Grade_IV	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-post_transplant_lymphoproliferative_disorder	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-post_transplant_lymphoproliferative_disorder	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
lung-right_middle_lobe-carcinoma-adenocarcinoma	lung-right_middle_lobe-carcinoma-adenocarcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
psammomatous	psammomatous	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-hand-malignant_melanoma-superficial_spreading	skin-hand-malignant_melanoma-superficial_spreading	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
plexiform	plexiform	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-Burkitt_lymphoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-frontal_lobe-glioma-oligoastrocytoma_Grade_III	central_nervous_system-frontal_lobe-glioma-oligoastrocytoma_Grade_III	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
urinary_tract-ureter-carcinoma	urinary_tract-ureter-carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
borderline_tumour	borderline_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-lower_leg-epidermal_nevus	skin-lower_leg-epidermal_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-face-carcinoma-Merkel_cell_carcinoma	skin-face-carcinoma-Merkel_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-trunk-epidermal_nevus	skin-trunk-epidermal_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
in_situ_melanotic_neoplasm	in_situ_melanotic_neoplasm	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
liver-other-hyperplasia	liver-other-hyperplasia	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_leg-benign_melanocytic_nevus	skin-upper_leg-benign_melanocytic_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
adenolymphoma_(Warthin_tumour)	adenolymphoma_(Warthin_tumour)	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
endometrium-carcinoma-mixed_endometrioid_and_clear_cell_carcinoma	endometrium-carcinoma-mixed_endometrioid_and_clear_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-head_neck-malignant_melanoma	skin-head_neck-malignant_melanoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
aneurysmal_bone_cyst	aneurysmal_bone_cyst	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-third_ventricle-glioma-ependymoma	central_nervous_system-third_ventricle-glioma-ependymoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
urinary_tract-bladder-carcinoma-small_cell_carcinoma	urinary_tract-bladder-carcinoma-small_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
peritoneum-mesothelioma-biphasic	peritoneum-mesothelioma-biphasic	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
large_intestine-anus-malignant_melanoma	large_intestine-anus-malignant_melanoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
pituitary-adenoma-ACTH_non_functioning	pituitary-adenoma-ACTH_non_functioning	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
meninges-meningioma-psammomatous	meninges-meningioma-psammomatous	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-adnexal_tumour-trichoblastoma	skin-adnexal_tumour-trichoblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
cervix-carcinoma-clear_cell_carcinoma	cervix-carcinoma-clear_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
soft_tissue-striated_muscle-rhabdomyosarcoma-mixed	soft_tissue-striated_muscle-rhabdomyosarcoma-mixed	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-head_neck-epidermal_nevus	skin-head_neck-epidermal_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
soft_tissue-fibrous_tissue_and_uncertain_origin-nodular_fasciitis	soft_tissue-fibrous_tissue_and_uncertain_origin-nodular_fasciitis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
thyroid-chronic_thyroiditis-Hashimotos_thyroiditis	thyroid-chronic_thyroiditis-Hashimotos_thyroiditis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-trunk-malignant_melanoma-superficial_spreading	skin-trunk-malignant_melanoma-superficial_spreading	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-stomach-lymphoid_neoplasm-MALT_lymphoma	haematopoietic_and_lymphoid_tissue-stomach-lymphoid_neoplasm-MALT_lymphoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-benign_melanocytic_nevus-dysplastic	skin-benign_melanocytic_nevus-dysplastic	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
soft_tissue-smooth_muscle-leiomyoblastoma	soft_tissue-smooth_muscle-leiomyoblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-brain-other-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-brain-other-dysembryoplastic_neuroepithelial_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
salivary_gland-head_neck-carcinoma-adenoid_cystic_carcinoma	salivary_gland-head_neck-carcinoma-adenoid_cystic_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-epidermal_nevus	skin-epidermal_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
bone-other-chondroma	bone-other-chondroma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
sella_turcica	sella_turcica	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-benign_melanocytic_nevus-lentiginous_nevus	skin-benign_melanocytic_nevus-lentiginous_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-forearm-malignant_melanoma-superficial_spreading	skin-forearm-malignant_melanoma-superficial_spreading	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
somatostatinoma	somatostatinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
clavicle	clavicle	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
pancreas-other-borderline_tumour	pancreas-other-borderline_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
bone-chondrosarcoma-clear_cell	bone-chondrosarcoma-clear_cell	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
epithelial_hyperplasia	epithelial_hyperplasia	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
large_intestine-serrated_polyp-hyperplastic_polyp	large_intestine-serrated_polyp-hyperplastic_polyp	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
maxillary_sinus	maxillary_sinus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-sun_unexposed_site-malignant_melanoma	skin-sun_unexposed_site-malignant_melanoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-ankle-malignant_melanoma-nodular	skin-ankle-malignant_melanoma-nodular	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-back-other-seborrhoeic_keratosis	skin-back-other-seborrhoeic_keratosis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-central_nervous_system-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-central_nervous_system-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-penis-carcinoma-squamous_cell_carcinoma	skin-penis-carcinoma-squamous_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-brain-glioma-gliomatosis_cerebri	central_nervous_system-brain-glioma-gliomatosis_cerebri	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
hyperplastic_polyp	hyperplastic_polyp	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
meninges-melanocytoma	meninges-melanocytoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-eye-malignant_melanoma	skin-eye-malignant_melanoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-malignant_melanoma-in_situ_melanotic_neoplasm	skin-malignant_melanoma-in_situ_melanotic_neoplasm	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-parietal_lobe-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-parietal_lobe-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
peritoneum-mesothelioma-sarcomatous-fibrous	peritoneum-mesothelioma-sarcomatous-fibrous	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-face-other-seborrhoeic_keratosis	skin-face-other-seborrhoeic_keratosis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-hypothalamus-glioma-astrocytoma_Grade_II	central_nervous_system-hypothalamus-glioma-astrocytoma_Grade_II	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
angiomatous	angiomatous	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
breast-carcinoma-clear_cell_carcinoma	breast-carcinoma-clear_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-spinal_cord-glioma-astrocytoma_Grade_III	central_nervous_system-spinal_cord-glioma-astrocytoma_Grade_III	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
gliomatosis_cerebri	gliomatosis_cerebri	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
peritoneum-mesothelioma-papillary	peritoneum-mesothelioma-papillary	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
leiomyoblastoma	leiomyoblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-lower_back-other-seborrhoeic_keratosis	skin-lower_back-other-seborrhoeic_keratosis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-intraventricular-glioma-astrocytoma_Grade_III	central_nervous_system-intraventricular-glioma-astrocytoma_Grade_III	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-in_situ_epithelial_neoplasm-Bowen_disease	skin-in_situ_epithelial_neoplasm-Bowen_disease	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-back-benign_melanocytic_nevus-melanocytic_tumour	skin-back-benign_melanocytic_nevus-melanocytic_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-foot-malignant_melanoma-superficial_spreading	skin-foot-malignant_melanoma-superficial_spreading	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
ulna	ulna	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-chest-benign_melanocytic_nevus	skin-chest-benign_melanocytic_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
large_intestine-appendix-carcinoma-adenocarcinoma	large_intestine-appendix-carcinoma-adenocarcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
upper_aerodigestive_tract-mouth-other-epithelial_hyperplasia	upper_aerodigestive_tract-mouth-other-epithelial_hyperplasia	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_arm-benign_melanocytic_nevus	skin-upper_arm-benign_melanocytic_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
autonomic_ganglia-ganglioneuroma	autonomic_ganglia-ganglioneuroma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-frontal_lobe-glioma-oligodendroglioma_Grade_II	central_nervous_system-frontal_lobe-glioma-oligodendroglioma_Grade_II	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
bone-coccyx-chordoma	bone-coccyx-chordoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-arm-epidermal_nevus	skin-arm-epidermal_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
melanocytoma	melanocytoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-temporal_lobe-glioma-oligodendroglioma_Grade_II	central_nervous_system-temporal_lobe-glioma-oligodendroglioma_Grade_II	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-intraventricular-glioma-astrocytoma_Grade_II	central_nervous_system-intraventricular-glioma-astrocytoma_Grade_II	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_arm-benign_melanocytic_nevus-Spitz	skin-upper_arm-benign_melanocytic_nevus-Spitz	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-arm-benign_melanocytic_nevus-melanocytic_tumour	skin-arm-benign_melanocytic_nevus-melanocytic_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-lower_leg-benign_melanocytic_nevus	skin-lower_leg-benign_melanocytic_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_leg-other-seborrhoeic_keratosis	skin-upper_leg-other-seborrhoeic_keratosis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
salivary_gland-adenolymphoma_(Warthin_tumour)	salivary_gland-adenolymphoma_(Warthin_tumour)	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-sun_exposed_site-malignant_melanoma	skin-sun_exposed_site-malignant_melanoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
soft_tissue-nerve_sheath-neurofibroma-plexiform	soft_tissue-nerve_sheath-neurofibroma-plexiform	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
lentiginous_nevus	lentiginous_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-leg-other-atypical_Spitzoid_tumour	skin-leg-other-atypical_Spitzoid_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
spindle_cell	spindle_cell	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
collecting_duct_carcinoma	collecting_duct_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
TSH	TSH	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
pituitary-adenoma-TSH	pituitary-adenoma-TSH	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
bone-femur-chondrosarcoma-dedifferentiated	bone-femur-chondrosarcoma-dedifferentiated	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_leg-carcinoma-Merkel_cell_carcinoma	skin-upper_leg-carcinoma-Merkel_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
lung-left_lower_lobe-carcinoma-squamous_cell_carcinoma	lung-left_lower_lobe-carcinoma-squamous_cell_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
ganglioneuroma	ganglioneuroma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
autonomic_ganglia-paraganglioma-benign	autonomic_ganglia-paraganglioma-benign	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
genital_tract-germ_cell_tumour-teratoma	genital_tract-germ_cell_tumour-teratoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-arm-malignant_melanoma-superficial_spreading	skin-arm-malignant_melanoma-superficial_spreading	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-frontal_lobe-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-frontal_lobe-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-shoulder-benign_melanocytic_nevus	skin-shoulder-benign_melanocytic_nevus	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
lung-right_upper_lobe-carcinoma-bronchioloalveolar_adenocarcinoma	lung-right_upper_lobe-carcinoma-bronchioloalveolar_adenocarcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
salivary_gland-pharynx-carcinoma-adenoid_cystic_carcinoma	salivary_gland-pharynx-carcinoma-adenoid_cystic_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
meninges-meningioma-angiomatous	meninges-meningioma-angiomatous	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
nodular_fasciitis	nodular_fasciitis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-parietal_lobe-other-ganglioglioma	central_nervous_system-parietal_lobe-other-ganglioglioma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-subungual-malignant_melanoma	skin-subungual-malignant_melanoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
kidney-carcinoma-collecting_duct_carcinoma	kidney-carcinoma-collecting_duct_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_arm-malignant_melanoma-superficial_spreading	skin-upper_arm-malignant_melanoma-superficial_spreading	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-glioma-astrocytoma_Grade_II	central_nervous_system-glioma-astrocytoma_Grade_II	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_arm-benign_melanocytic_nevus-blue	skin-upper_arm-benign_melanocytic_nevus-blue	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
upper_aerodigestive_tract-larynx-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-larynx-carcinoma-adenoid_cystic_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
pancreas-carcinoid-endocrine_tumour-somatostatinoma	pancreas-carcinoid-endocrine_tumour-somatostatinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-abdomen-other-seborrhoeic_keratosis	skin-abdomen-other-seborrhoeic_keratosis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
gangliocytoma	gangliocytoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
astroblastoma	astroblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
salivary_gland-maxillary_sinus-carcinoma-adenoid_cystic_carcinoma	salivary_gland-maxillary_sinus-carcinoma-adenoid_cystic_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
stomach-other-hamartoma	stomach-other-hamartoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_back-benign_melanocytic_nevus-melanocytic_tumour	skin-upper_back-benign_melanocytic_nevus-melanocytic_tumour	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
bone-tibia-osteosarcoma	bone-tibia-osteosarcoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
lateral_ventricle	lateral_ventricle	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
lung-carcinoma-sarcomatoid_carcinoma	lung-carcinoma-sarcomatoid_carcinoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-ear-benign_melanocytic_nevus-blue	skin-ear-benign_melanocytic_nevus-blue	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-temporal_lobe-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-temporal_lobe-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
phalanx	phalanx	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-upper_leg-benign_melanocytic_nevus-blue	skin-upper_leg-benign_melanocytic_nevus-blue	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
skin-in_situ_epithelial_neoplasm-actinic_keratosis	skin-in_situ_epithelial_neoplasm-actinic_keratosis	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
bone-extraskeletal-chondrosarcoma	bone-extraskeletal-chondrosarcoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
chondroblastic	chondroblastic	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
central_nervous_system-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-lymphoplasmacytic_lymphoma	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-lymphoplasmacytic_lymphoma	0.999999999983482	-1.65184547309799e-11	6	0	0	20	16828
